date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:14:20	96518/96518	---M-Z	200	added ('OK')	text/css	etag:%2217906-685a7c74-11ff2ac689b03596;gz%22	https://html.ditsolution.net/leadership/assets/css/all.min.css	D:/demo2/html.ditsolution.net/leadership/assets/css/all.min.css	(from https://html.ditsolution.net/leadership/index.html)
17:14:21	3980/3980	---M-Z	200	added ('OK')	text/css	etag:%22f8c-685a7c74-14eef0962c3fb5dc;gz%22	https://html.ditsolution.net/leadership/assets/css/meanmenu.min.css	D:/demo2/html.ditsolution.net/leadership/assets/css/meanmenu.min.css	(from https://html.ditsolution.net/leadership/index.html)
17:14:21	3446/3446	---M-Z	200	added ('OK')	text/css	etag:%22d76-685a7c74-4a827731ad3064e9;gz%22	https://html.ditsolution.net/leadership/assets/css/theme-default.css	D:/demo2/html.ditsolution.net/leadership/assets/css/theme-default.css	(from https://html.ditsolution.net/leadership/index.html)
17:14:21	4659/4659	---M-Z	200	added ('OK')	text/css	etag:%221233-685a7c74-ab6f7c50e6759b58;gz%22	https://html.ditsolution.net/leadership/assets/css/widget.css	D:/demo2/html.ditsolution.net/leadership/assets/css/widget.css	(from https://html.ditsolution.net/leadership/index.html)
17:14:21	4846/4846	---M-Z	200	added ('OK')	text/css	etag:%2212ee-685a7c74-3bc47168d6f9c227;gz%22	https://html.ditsolution.net/leadership/assets/css/unittest.css	D:/demo2/html.ditsolution.net/leadership/assets/css/unittest.css	(from https://html.ditsolution.net/leadership/index.html)
17:14:21	126141/126141	---M-Z	200	added ('OK')	text/css	etag:%221ecbd-685a7c67-843937a4b5dc31ce;gz%22	https://html.ditsolution.net/leadership/style.css	D:/demo2/html.ditsolution.net/leadership/style.css	(from https://html.ditsolution.net/leadership/index.html)
17:14:22	26822/26822	---M-Z	200	added ('OK')	text/css	etag:%2268c6-685a7c74-4f42b1cab62a3959;gz%22	https://html.ditsolution.net/leadership/assets/css/responsive.css	D:/demo2/html.ditsolution.net/leadership/assets/css/responsive.css	(from https://html.ditsolution.net/leadership/index.html)
17:14:23	57682/57682	---M-Z	200	added ('OK')	text/css	etag:%22e152-685a7c74-8363624f058eb198;gz%22	https://html.ditsolution.net/leadership/assets/css/rs6.css	D:/demo2/html.ditsolution.net/leadership/assets/css/rs6.css	(from https://html.ditsolution.net/leadership/index.html)
17:14:24	2678/2678	---M--	200	added ('OK')	image/png	etag:%22a76-685a7c6c-c5afc5b1125626ec;;;%22	https://html.ditsolution.net/leadership/assets/images/1.png	D:/demo2/html.ditsolution.net/leadership/assets/images/1.png	(from https://html.ditsolution.net/leadership/index.html)
17:14:24	77394/77394	---M-Z	200	added ('OK')	text/html	etag:%2212e52-685a7c66-1e94767b44071027;gz%22	https://html.ditsolution.net/leadership/index-2.html	D:/demo2/html.ditsolution.net/leadership/index-2.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:24	86334/86334	---M-Z	200	added ('OK')	text/html	etag:%221513e-685a7c66-f0d72ad5e44dd7bc;gz%22	https://html.ditsolution.net/leadership/index-5.html	D:/demo2/html.ditsolution.net/leadership/index-5.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:24	63994/63994	---M-Z	200	added ('OK')	text/html	etag:%22f9fa-685a7c66-7fa546009a8333ba;gz%22	https://html.ditsolution.net/leadership/index-6.html	D:/demo2/html.ditsolution.net/leadership/index-6.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:24	48216/48216	---M-Z	200	added ('OK')	text/html	etag:%22bc58-685a7c66-ea8ae09ac962b86c;gz%22	https://html.ditsolution.net/leadership/index-7.html	D:/demo2/html.ditsolution.net/leadership/index-7.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:25	38256/38256	---M-Z	200	added ('OK')	text/html	etag:%229570-685a7c66-9eb1d658cb53d94;gz%22	https://html.ditsolution.net/leadership/index-8.html	D:/demo2/html.ditsolution.net/leadership/index-8.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:25	38708/38708	---M-Z	200	added ('OK')	text/html	etag:%229734-685a7c66-99e2d82ebf96f0b2;gz%22	https://html.ditsolution.net/leadership/index-9.html	D:/demo2/html.ditsolution.net/leadership/index-9.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:25	45260/45260	---M-Z	200	added ('OK')	text/html	etag:%22b0cc-685a7c66-279fa459e46eb52b;gz%22	https://html.ditsolution.net/leadership/index-10.html	D:/demo2/html.ditsolution.net/leadership/index-10.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:25	64829/64829	---M-Z	200	added ('OK')	text/html	etag:%22fd3d-685a7c66-4d4aa1b01bd75a2a;gz%22	https://html.ditsolution.net/leadership/index-3.html	D:/demo2/html.ditsolution.net/leadership/index-3.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:26	78925/78925	---M-Z	200	added ('OK')	text/html	etag:%221344d-685a7c66-6b5a7348639b658b;gz%22	https://html.ditsolution.net/leadership/index-4.html	D:/demo2/html.ditsolution.net/leadership/index-4.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:26	41299/41299	---M-Z	200	added ('OK')	text/html	etag:%22a153-685a7c65-76d447bad325f629;gz%22	https://html.ditsolution.net/leadership/about.html	D:/demo2/html.ditsolution.net/leadership/about.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:26	44739/44739	---M-Z	200	added ('OK')	text/html	etag:%22aec3-685a7c65-10998bac45a26554;gz%22	https://html.ditsolution.net/leadership/about-two.html	D:/demo2/html.ditsolution.net/leadership/about-two.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:26	44407/44407	---M-Z	200	added ('OK')	text/html	etag:%22ad77-685a7c67-c8360d86cbb1d87;gz%22	https://html.ditsolution.net/leadership/team.html	D:/demo2/html.ditsolution.net/leadership/team.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:27	38004/38004	---M-Z	200	added ('OK')	text/html	etag:%229474-685a7c67-e6d9b59434bc2bd9;gz%22	https://html.ditsolution.net/leadership/typography.html	D:/demo2/html.ditsolution.net/leadership/typography.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:27	33241/33241	---M-Z	200	added ('OK')	text/html	etag:%2281d9-685a7c67-c7fcef0cf25e07fe;gz%22	https://html.ditsolution.net/leadership/service.html	D:/demo2/html.ditsolution.net/leadership/service.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:27	30966/30966	---M-Z	200	added ('OK')	text/html	etag:%2278f6-685a7c67-c0d025cfb1dff200;gz%22	https://html.ditsolution.net/leadership/portfolio.html	D:/demo2/html.ditsolution.net/leadership/portfolio.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:27	31008/31008	---M-Z	200	added ('OK')	text/html	etag:%227920-685a7c66-ee029b0f669b4ba;gz%22	https://html.ditsolution.net/leadership/portfolio-1.html	D:/demo2/html.ditsolution.net/leadership/portfolio-1.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:27	31008/31008	---M-Z	200	added ('OK')	text/html	etag:%227920-685a7c66-38dd4a0dc4dec6f5;gz%22	https://html.ditsolution.net/leadership/portfolio-2.html	D:/demo2/html.ditsolution.net/leadership/portfolio-2.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:28	33224/33224	---M-Z	200	added ('OK')	text/html	etag:%2281c8-685a7c66-40da0cb38dae1b45;gz%22	https://html.ditsolution.net/leadership/portfolio-3.html	D:/demo2/html.ditsolution.net/leadership/portfolio-3.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:28	31026/31026	---M-Z	200	added ('OK')	text/html	etag:%227932-685a7c66-b15aa6ad6370705d;gz%22	https://html.ditsolution.net/leadership/portfolio-4.html	D:/demo2/html.ditsolution.net/leadership/portfolio-4.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:28	30989/30989	---M-Z	200	added ('OK')	text/html	etag:%22790d-685a7c66-64524508b0bcb5fa;gz%22	https://html.ditsolution.net/leadership/portfolio-5.html	D:/demo2/html.ditsolution.net/leadership/portfolio-5.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:28	34642/34642	---M-Z	200	added ('OK')	text/html	etag:%228752-685a7c67-e602ef862d147608;gz%22	https://html.ditsolution.net/leadership/portfolio-6.html	D:/demo2/html.ditsolution.net/leadership/portfolio-6.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:29	45138/45138	---M-Z	200	added ('OK')	text/html	etag:%22b052-685a7c66-3da931e3b4fcf;gz%22	https://html.ditsolution.net/leadership/event.html	D:/demo2/html.ditsolution.net/leadership/event.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:29	35519/35519	---M-Z	200	added ('OK')	text/html	etag:%228abf-685a7c67-6d0955d99b9ca27;gz%22	https://html.ditsolution.net/leadership/single-event.html	D:/demo2/html.ditsolution.net/leadership/single-event.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:29	33733/33733	---M-Z	200	added ('OK')	text/html	etag:%2283c5-685a7c65-1a7a88cb5a5b9ecc;gz%22	https://html.ditsolution.net/leadership/blog.html	D:/demo2/html.ditsolution.net/leadership/blog.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:31	44725/44725	---M-Z	200	added ('OK')	text/html	etag:%22aeb5-685a7c65-e507da2bc21ca29c;gz%22	https://html.ditsolution.net/leadership/blog-left-sidebar.html	D:/demo2/html.ditsolution.net/leadership/blog-left-sidebar.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:31	44738/44738	---M-Z	200	added ('OK')	text/html	etag:%22aec2-685a7c65-659b37c4bec607e1;gz%22	https://html.ditsolution.net/leadership/blog-right-sidebar.html	D:/demo2/html.ditsolution.net/leadership/blog-right-sidebar.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:31	44608/44608	---M-Z	200	added ('OK')	text/html	etag:%22ae40-685a7c65-1bcb2821f5735e91;gz%22	https://html.ditsolution.net/leadership/blog-right-sidebar-2column.html	D:/demo2/html.ditsolution.net/leadership/blog-right-sidebar-2column.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:32	44436/44436	---M-Z	200	added ('OK')	text/html	etag:%22ad94-685a7c65-218d53c5be75ac57;gz%22	https://html.ditsolution.net/leadership/blog-left-sidebar-2column.html	D:/demo2/html.ditsolution.net/leadership/blog-left-sidebar-2column.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:32	43182/43182	---M-Z	200	added ('OK')	text/html	etag:%22a8ae-685a7c65-a38ba2c75e712228;gz%22	https://html.ditsolution.net/leadership/blog-details.html	D:/demo2/html.ditsolution.net/leadership/blog-details.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:33	27381/27381	---M-Z	200	added ('OK')	text/html	etag:%226af5-685a7c66-76bbf4a1c95227ae;gz%22	https://html.ditsolution.net/leadership/contact.html	D:/demo2/html.ditsolution.net/leadership/contact.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:33	108781/108781	---M--	200	added ('OK')	image/jpeg	etag:%221a8ed-685a7c70-4e5983e2afa3077e;;;%22	https://html.ditsolution.net/leadership/assets/images/section9.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/section9.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:33	43001/43001	---M--	200	added ('OK')	image/jpeg	etag:%22a7f9-685a7c6e-e78931ade3918a30;;;%22	https://html.ditsolution.net/leadership/assets/images/leader1.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/leader1.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:34	118694/118694	---M--	200	added ('OK')	image/jpeg	etag:%221cfa6-685a7c6f-8d31ec4d71acf464;;;%22	https://html.ditsolution.net/leadership/assets/images/section2.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/section2.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:35	2005/2005	---M--	200	added ('OK')	image/png	etag:%227d5-685a7c70-32ca95b312b701ce;;;%22	https://html.ditsolution.net/leadership/assets/images/sing.png	D:/demo2/html.ditsolution.net/leadership/assets/images/sing.png	(from https://html.ditsolution.net/leadership/index.html)
17:14:35	305/305	---M--	200	added ('OK')	image/png	etag:%22131-685a7c6e-399d7881c9a7a2a1;;;%22	https://html.ditsolution.net/leadership/assets/images/icon.png	D:/demo2/html.ditsolution.net/leadership/assets/images/icon.png	(from https://html.ditsolution.net/leadership/index.html)
17:14:36	50985/50985	---M--	200	added ('OK')	image/jpeg	etag:%22c729-685a7c6d-87a99a28283e5cc4;;;%22	https://html.ditsolution.net/leadership/assets/images/feature.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/feature.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:36	36593/36593	---M--	200	added ('OK')	image/jpeg	etag:%228ef1-685a7c6e-4fb10c79f9c9af30;;;%22	https://html.ditsolution.net/leadership/assets/images/feature3.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/feature3.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:36	84132/84132	---M--	200	added ('OK')	image/jpeg	etag:%22148a4-685a7c6e-9551ede709991725;;;%22	https://html.ditsolution.net/leadership/assets/images/feature1.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/feature1.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:36	312/312	---M--	200	added ('OK')	image/png	etag:%22138-685a7c6e-79d447ceeb3c3e87;;;%22	https://html.ditsolution.net/leadership/assets/images/i.png	D:/demo2/html.ditsolution.net/leadership/assets/images/i.png	(from https://html.ditsolution.net/leadership/index.html)
17:14:36	50187/50187	---M--	200	added ('OK')	image/jpeg	etag:%22c40b-685a7c71-446964c44eb3a950;;;%22	https://html.ditsolution.net/leadership/assets/images/vots.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/vots.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:37	27994/27994	---M--	200	added ('OK')	image/jpeg	etag:%226d5a-685a7c71-904d723e5af350a7;;;%22	https://html.ditsolution.net/leadership/assets/images/srv2.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/srv2.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:37	70729/70729	---M--	200	added ('OK')	image/jpeg	etag:%2211449-685a7c71-e2ce57b451d19517;;;%22	https://html.ditsolution.net/leadership/assets/images/video-bg.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/video-bg.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:38	61538/61538	---M--	200	added ('OK')	image/jpeg	etag:%22f062-685a7c71-ff6e198aa1eab5b8;;;%22	https://html.ditsolution.net/leadership/assets/images/srv3.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/srv3.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:38	3185/3185	---M--	200	added ('OK')	image/jpeg	etag:%22c71-685a7c6c-d354deb53d1f24ec;;;%22	https://html.ditsolution.net/leadership/assets/images/18.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/18.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:38	4050/4050	---M--	200	added ('OK')	image/jpeg	etag:%22fd2-685a7c6c-c3613f195e63e19c;;;%22	https://html.ditsolution.net/leadership/assets/images/19.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/19.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:38	4091/4091	---M--	200	added ('OK')	image/jpeg	etag:%22ffb-685a7c6d-be9fcfdb14e5dfa8;;;%22	https://html.ditsolution.net/leadership/assets/images/20.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/20.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:38	42543/42543	---M--	200	added ('OK')	image/jpeg	etag:%22a62f-685a7c6e-2bfe6f45cf56a9d1;;;%22	https://html.ditsolution.net/leadership/assets/images/p1.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/p1.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:39	26893/26893	---M-Z	200	added ('OK')	text/html	etag:%22690d-685a7c67-fe4b352bcc7e0ca5;gz%22	https://html.ditsolution.net/leadership/portfolio-details.html	D:/demo2/html.ditsolution.net/leadership/portfolio-details.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:39	46389/46389	---M--	200	added ('OK')	image/jpeg	etag:%22b535-685a7c6f-db68d8ad7456723f;;;%22	https://html.ditsolution.net/leadership/assets/images/p2.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/p2.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:40	27395/27395	---M--	200	added ('OK')	image/jpeg	etag:%226b03-685a7c6f-343e5536e8d6b12a;;;%22	https://html.ditsolution.net/leadership/assets/images/p3.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/p3.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:40	21867/21867	---M--	200	added ('OK')	image/jpeg	etag:%22556b-685a7c6f-6200455167a1e40;;;%22	https://html.ditsolution.net/leadership/assets/images/p5.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/p5.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:40	51176/51176	---M--	200	added ('OK')	image/jpeg	etag:%22c7e8-685a7c6f-50db190fffa5d412;;;%22	https://html.ditsolution.net/leadership/assets/images/p4.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/p4.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:41	48287/48287	---M--	200	added ('OK')	image/jpeg	etag:%22bc9f-685a7c6f-4927409ad6808f2c;;;%22	https://html.ditsolution.net/leadership/assets/images/p6.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/p6.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:41	23903/23903	---M--	200	added ('OK')	image/jpeg	etag:%225d5f-685a7c71-27f178cb60d24bb5;;;%22	https://html.ditsolution.net/leadership/assets/images/team1.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/team1.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:41	26665/26665	---M--	200	added ('OK')	image/jpeg	etag:%226829-685a7c71-455f284ee3a2ee0;;;%22	https://html.ditsolution.net/leadership/assets/images/team2.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/team2.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:41	24512/24512	---M--	200	added ('OK')	image/jpeg	etag:%225fc0-685a7c71-21536241d2c1437f;;;%22	https://html.ditsolution.net/leadership/assets/images/team3.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/team3.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:42	22020/22020	---M--	200	added ('OK')	image/jpeg	etag:%225604-685a7c71-b66a38302bfed163;;;%22	https://html.ditsolution.net/leadership/assets/images/team4.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/team4.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:42	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6807e588-26f50cc60b96bf42;gz%22	https://html.ditsolution.net/leadership/single-blog.html	D:/demo2/html.ditsolution.net/leadership/single-blog.html	(from https://html.ditsolution.net/leadership/index.html)
17:14:43	41888/41888	---M--	200	added ('OK')	image/jpeg	etag:%22a3a0-685a7c6d-25a57183cbfd18b9;;;%22	https://html.ditsolution.net/leadership/assets/images/blog1.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/blog1.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:43	39199/39199	---M--	200	added ('OK')	image/jpeg	etag:%22991f-685a7c6d-779b3f39b3c4840d;;;%22	https://html.ditsolution.net/leadership/assets/images/blog2.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/blog2.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:43	24679/24679	---M--	200	added ('OK')	image/jpeg	etag:%226067-685a7c6d-38076465b17eae65;;;%22	https://html.ditsolution.net/leadership/assets/images/blog3.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/blog3.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:44	43769/43769	---M--	200	added ('OK')	image/jpeg	etag:%22aaf9-685a7c6d-b499db72aee1967a;;;%22	https://html.ditsolution.net/leadership/assets/images/blog4.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/blog4.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:44	22190/22190	---M--	200	added ('OK')	image/jpeg	etag:%2256ae-685a7c6d-40cc469c8c9b74c2;;;%22	https://html.ditsolution.net/leadership/assets/images/blog5.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/blog5.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:44	5631/5631	---M--	200	added ('OK')	image/jpeg	etag:%2215ff-685a7c6f-65d302472e97e61;;;%22	https://html.ditsolution.net/leadership/assets/images/recent1.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/recent1.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:45	3885/3885	---M--	200	added ('OK')	image/jpeg	etag:%22f2d-685a7c6f-f3165dd0e8e273ab;;;%22	https://html.ditsolution.net/leadership/assets/images/recent2.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/recent2.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:45	5933/5933	---M--	200	added ('OK')	image/jpeg	etag:%22172d-685a7c6f-a939db4770977ca9;;;%22	https://html.ditsolution.net/leadership/assets/images/recent3.jpg	D:/demo2/html.ditsolution.net/leadership/assets/images/recent3.jpg	(from https://html.ditsolution.net/leadership/index.html)
17:14:46	86659/86659	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215283-685a7c6c-681ea0622d520322;gz%22	https://html.ditsolution.net/leadership/assets/js/vendor/jquery-3.2.1.min.js	D:/demo2/html.ditsolution.net/leadership/assets/js/vendor/jquery-3.2.1.min.js	(from https://html.ditsolution.net/leadership/index.html)
17:14:46	63467/63467	---M-Z	200	added ('OK')	application/x-javascript	etag:%22f7eb-685a7c6b-3aa28f30d2430362;gz%22	https://html.ditsolution.net/leadership/assets/js/bootstrap.min.js	D:/demo2/html.ditsolution.net/leadership/assets/js/bootstrap.min.js	(from https://html.ditsolution.net/leadership/index.html)
17:14:47	1312/1312	---M-Z	200	added ('OK')	application/x-javascript	etag:%22520-685a7c6c-a5132fea3773b27f;gz%22	https://html.ditsolution.net/leadership/assets/js/jquery.directional-hover.min.js	D:/demo2/html.ditsolution.net/leadership/assets/js/jquery.directional-hover.min.js	(from https://html.ditsolution.net/leadership/index.html)
17:14:47	5594/5594	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215da-685a7c6b-526530b25ee1706b;gz%22	https://html.ditsolution.net/leadership/assets/js/imagesloaded.pkgd.min.js	D:/demo2/html.ditsolution.net/leadership/assets/js/imagesloaded.pkgd.min.js	(from https://html.ditsolution.net/leadership/index.html)
17:14:47	535/535	---M-Z	200	added ('OK')	application/x-javascript	etag:%22217-685a7c6b-b13d8b455bcf040c;gz%22	https://html.ditsolution.net/leadership/assets/js/ajax-mail.js	D:/demo2/html.ditsolution.net/leadership/assets/js/ajax-mail.js	(from https://html.ditsolution.net/leadership/index.html)
17:14:48	11752/11752	---M-Z	200	added ('OK')	application/x-javascript	etag:%222de8-685a7c6c-c2527890871658f5;gz%22	https://html.ditsolution.net/leadership/assets/js/jquery.meanmenu.js	D:/demo2/html.ditsolution.net/leadership/assets/js/jquery.meanmenu.js	(from https://html.ditsolution.net/leadership/index.html)
17:14:48	34530/34530	---M-Z	200	added ('OK')	application/x-javascript	etag:%2286e2-685a7c6b-cd81d3b69003665a;gz%22	https://html.ditsolution.net/leadership/assets/js/isotope.pkgd.min.js	D:/demo2/html.ditsolution.net/leadership/assets/js/isotope.pkgd.min.js	(from https://html.ditsolution.net/leadership/index.html)
17:14:48	42766/42766	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a70e-685a7c6c-3d667579e806036d;gz%22	https://html.ditsolution.net/leadership/assets/js/owl.carousel.min.js	D:/demo2/html.ditsolution.net/leadership/assets/js/owl.carousel.min.js	(from https://html.ditsolution.net/leadership/index.html)
17:14:49	5338/5338	---M-Z	200	added ('OK')	application/x-javascript	etag:%2214da-685a7c6c-273df029fb3c6bd0;gz%22	https://html.ditsolution.net/leadership/assets/js/jquery.scrollUp.js	D:/demo2/html.ditsolution.net/leadership/assets/js/jquery.scrollUp.js	(from https://html.ditsolution.net/leadership/index.html)
17:14:49	12201/12201	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa9-685a7c6c-8f407a530bf4d239;gz%22	https://html.ditsolution.net/leadership/assets/js/jquery.nivo.slider.pack.js	D:/demo2/html.ditsolution.net/leadership/assets/js/jquery.nivo.slider.pack.js	(from https://html.ditsolution.net/leadership/index.html)
